Establishing functional proteomic maps of proteins involved in apoptosis
Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines
Functional Organisation of Eukaryotic Genomes
Centre for the analysis and design of interacting computer controlled systems
Measurement-Based Resource Management in Communication Networks.
Nanostructures and Molecule Mechanics.
Studies of Surfaces and Interfaces of Magnetic Spinel Oxides.
Conception and Implementation of Nanoscale Spin Electronics (CINSE)
The Physics of Next Generation ICT Photonic Devices..
Constraint Computation: Automation and Application
Atomtronics: Nanoscale Science and Technology for Future Information.
Sensitivity Analysis Solution Stability and Uncertainty in Constraint Programming
Reliable and Scalable Information Services
A molecular genetic approach to elucidate brain wiring mechanisms in mouse
Advanced Techniques of Optical Imaging and their application in Biomedicine and Information Technology
The Function of Nanoscale Complex Systems
Discovery of Therapeutic Targets in the Post-Genomics Era
Chemical Exploration of the Oxidative Metabolites of Aromatic Hydrocarbons
Understanding the Role of the Brain in Fatigue
Genomics and Proteomics approach to the control of emerging and re-emerging infectious diseases
Computational Biomechanics
Cyclic-di-GMP signalling and the Environmental Regulation of Virulence Gene Expression in Bacterial Pathogens of Humans and Plants
Materials Design and Molecular Alignments for V Shaped switching in Liquid Crystal on Silicon Microdisplays for Multimedia and IT
Programmable Quantum Processors
Software Components Development
Quantum information and coding
Quantum information theory
An Analysis of the Socio-Technical Factors Influencing the Evolution of Irelands ICT Sector
Industrial Process Ecology
Impact of Hypoxia on cAMP-dependent Pro-inflammatory Gene Expression in Epithelial Cells
Nonlinear Dynamics and Quantum Optics of Semiconductor lasers for Phototonic Applications
Toll-like receptors: targets for intervention in inflammatory and infectious diseases
DNA double-strand break repair and the maintenance of genomic stability
Analysis of mammalian physiological and genetic regulatory networks using cDNA microarrays
A Signal Processing Perspective on Multicarrier Communication Technology
Mathematical Foundations Practical Notations and Tools for Reliable Flexible Systems
Functional Characterisation of Rab4-and Rab 11-Interacting Proteins in Endosomal Recycling
Metabolic Engineering of the Chloroplast for Health and Industry
Determination of Stem Cell and Differentiation Pathways Within the Lung Epithelium
Grammatical Evolution - A Single Evolutionary Framework
Automated Computer Analysis of Computed Tomography Colongraphy Image Data Sets.
Building a Bi-Directional Bridge Between Theory and Practice (B4-STEP)
The Knowledge Discovery Project: Tools to Uncover New Knowledge through Data Mining in Bioinformatics Medical Informatics and Finance
Development of Coding and Signal Processing for Gbps Data Storage and Baseband Communciations
Mathematical Modelling of Randomness for applications in ICT and Biotechnology
Pharmacological Manipulation of Bilirubin Levels: Implications for Neonatal Jaundice and Coronary Care
MUSTER - Multilingual Ubiquitous Speech Technology: Enhanced and Rethought
CSET NTSRC: National Telecommunications Services Research Centre
Harnessing Radiation Induced Effects for Medicine and Biotechnology
Computational Approaches to the Representation & Analysis of Metabolic Systems & Synaptic Events
Characterization of New Genes that are Associated with Cellular Transformation and IGF-1 Receptor Function
Post-Translational Machinery Responsible for a L-Serine to D-Alanine Conversion in the Lantibiotic Peptide Lacticin 3147; The Role of Modified Amino Acids in Antimicrobial Activity
Femtosecond Laser-Induced Bragg and Long-Period Gratings
ZnO-Based Material Systems for ICT Applications
Silicon-Based Photonic Circuits Containing 2- and 3-Dimensional Photonic Crystal Waveguides and Light Sources for Communication Applications in the Visible and Near-Infrared Spectral Range
Quantum-Dot Microlasers With a Spherical Dielectric Microcavity for Fiber-Optic Communications
PhoCUS: Photon Counting Universal Sensors for Applications in ICT and Biotechnology
The Development of an Integrated Quasi-Optical and Electromagnetic Numerical Simulator for the Computer Aided Design and Analysis of Novel Terahertz Systems
Opening the Extreme Ultra-Violet Lithography Source Bottleneck: The Development of a 13.5nm Plasma Based Source for the Semiconductor Industry
Investigations of the Mechanisms Regulating the Induction of Synaptic Plasticity in the Intact Brain: Effects of Stress and Amyloid
Study of elements controlling human interleukin-10 expression and secretion in the probiotic.
ERCIM Membership
The Exploitation of Anhydrobiotic Genes for the Preservation of Intact Proteins Cells and Tissues in Dry State
Investigations of the Mechanisms Underlying the Induction of Synaptic Plasticity: Role of Metabotropic Glutamate Receptors and Amyloid
A Genomic Investigation of the Major Psychotic Disorders
Functional Genomics of Tissue Development in Reproduction
Design Methodology for Next-Generation Fractional-N Frequency Synthesizers
Nonlinear Effects in Communications Circuits and Systems
Macrophage Migration Inhibitory Factor (MIF) Aberrant Remodelling/Repair & Chronic Inflammation
Interfacial Processes for Future Bioelectroanalytical Sensing
Electro-Optical and Spectroscopic Research on Devices Using Chiral Smectic Liquid Crystals for Photonic Applications
All-Optical Processing Using Semiconductor Optical Amplifiers in Terabit/s Photonic Communication Systems
Novel Micropatterned Platforms Utilising Inherently Conducting Polymers
Gene-Specific Silencing of PrP Expression by Small Interfering RNAs
WebAssess: Automating Website Usability Assessment
Control as a Systems Technology for Innovation and Technology Development and the Analysis and Application of Hybrid Systems
High-Level Programming Models and Tools for Grid Computing
Internet-Based Control of Autonomous Mobile Robots in Dynamic Environments
High Accuracy Electronic Structure for Material Design
Theoretical Analysis of Static and Dynamic Processes in Nanoscale Systems and Applications to Quantitative Force Interaction Measurements
The Fis Global Regulator and Virulence Gene Expression in Salmonella Enterica Serovar Typhimurium in Vitro & in Vivo
Modelling Techniques and Simulation Algorithms for High Frequency/High Speed Electronic Circuit and System Design
Centre for Plasma Formation Measurement and Control
Efficiency Orientated Programming Languages: An Average Case Analysis Tool
CSET NCHP: National Centre for Human Proteomics
CSET CRANN: Centre for Research on Adaptive Nanostructures and Nanodevices
Exploration of Molecular Pathology and Molecular Therapeutics for Inherited Retinal Degenerations
Computation of the Mechanical and Electrical Properties of Oxide/Semiconductor Structures
Photonic Systems Research
Functional and Evolutionary (epi) Genomics of Genocis Imprinting Dosage and Apomixis Technology Development in Plants
Shared Worlds - The Design Development Deployment and Evaluation of Novel Interactive Artifacts and Environments in Public Shared Spaces Based on a Human Activity Conceptual Model
Using High-Information Content Molecules to Template the Self Assembly in Solution and Self-Organisation at Patterned Substrates of Functional Nanoscale Components and Devices Incorporating Asymmetric Nanoparticles
CSET DERI: Digital Enterprise Research Centre
Characterisation of Presenilins Involvement in Cell Survival Signalling Pathways
Elucidating Toll-Like Receptor Function Using the Vaccinia Virus Proteins A46R and A52R
Nanoscale Biophotonics: Novel Approaches to Ultra-Sensitive and High Accuracy Fluorescence Techniques
China / Ireland Science & Technology Collaboration Research Fund
CSET NGM: Development Grant for a CSET Proposal to Establish a Centre for Next Generation Manufacturing Jointly Between Industry and a Consortium of Irish Universities
Chair of Physiology
Quantitative Proteomics of Human Platelets
An Integrated Systems Biology Approach to Elucidating the Nature of Molecular Signalling in Microbial-Host Interactions
Genomic Analysis of Biofilm Formation by the Pathogenic Yeast Candida Parapsilosis
Applications of Carbon Nanotubes and Self-Assembling Molecular Nanowires in Electronic and Optoelectronic Devices
Computational Spintronics at the Molecular Level
Investigation of Active and Passive Spherical Glass Microresonators for Advancements in Telecommunications and Quantum Information Technology
Gene Expression Analysis and 3-Dimensional Computer Modelling of Wnt Signalling Pathways in the Developing Limb and Face of Mouse embryos Using Optical Projection Tomography
CSET APC: Alimentary Pharmabiotic Centre
Functional Bioinformatics of Protein Micro-Domains and the Design of Biologically Active Peptides from Transmembrane Proteins
Molecular Investigation of Host and Parasite-Encoded Factors Involved in Viral Entry into Gram-Positive Bacteria
A Novel Virulence Mechanism of the Intracellular Pathogen Rhodococcus Equi: Protein Networks Their Role in Virulence and Impact on Macrophage Physiology
Unravelling the Regulation of Apoptosis in Vivo Animal Models with a Focus on Caspase Independent Cell Death
Targeted Gene Deletion of Dopamine Receptor Subtypes and Associated Transduction Mechanisms: Systematic Comparison of Functional Phenotype and Platforms for Drug Discovery in Congenic Knockouts
Mammalian Population Genomics and Selection: Detection of Loci with Functionally Significant Variation in the Bovine Genome
WebCom-G: Grid Middleware to Hide the Grid
Microstructural Study of Electrodeposited Copper Metallization for Advanced Microelectronic Devices for Information Communications Technology
Carrier Scattering and Localisation in Semiconductor Alloys: From First Principles to Materials
Middleware for Sentient Computing
Multiple Alignment Methods for the Genome Era
Adaptive Information Investigator Awards
Adaptive Information Investigator Awards
Adaptive Information Investigator Awards
Adaptive Information Investigator Awards
Adaptive Information Investigator Awards
Role of the PPAR Co-Activator Pgc-1 in the Molecular Programming of Insulin Sensitivity in Human Skeletal Muscle Cells
Understanding & Exploiting Gene Expression Profiles of Cultured Animal Cells in Order to Develop Improved Biopharmaceutical Production Processes
SFI Research Professorship Award
The Structural Biology of Membrane Proteins: Proteomics via Crystal Structure
Supplementary Request to DNA Double-Strand Break Repair and the Maintenance of Genomic Stability
Supplementary Funding for an Applied Biosystems QTRAP Mass Spectrometer
SFI Supplementary Equipment Grant
SFI Supplementary Equipment Grant
SFI Supplementary Equipment Grant
CSET BDI: Center for Future Diagnostics and Health
CSET CRANN: Centre for Research on Adaptive Nanostructures and Nanodevices (CRANN)
CSET CRANN: Construction of Specialised Laboratory for Nanoscience Research - CRANN
Functional Analysis of Novel Surface Proteins of Staphylococcus Aureus
National Communications Network Research Centre
Development of Quantum Memory Using Microwave Manipulated Quantum Bits in Ion Traps
SFI Building Grant
Overactive Nerve Endings in Cholinergic & Nocioceptive Pathways: Structure-Driven Therapeutic Interventions for K+ Channels & Exocytosis
CSET REMEDI: Regenerative Medicine Institute (REMEDI)
CSET ISERC: Irish Software Engineering Research Centre (ISERC)
Towards Novel Glycoconjuate Based Therapeutics for Angiogenesis
Construction & Development of a New Prototype Measles-Mumps-Rubella Vaccine Based on Recombinant RNA
Structural Basis for the Specificity & Function of RAB Effector Proteins
Biomedical Diagnostics Group
Irish Centre for Applied Neurotherapeutics
Cyclic-di-GMP Signalling and the Environmental Regulation of Virulence Factor Production in Bacterial Pathogens of Humans and Plants
Novel Routes to the Production of Nanoscale Electronic and Photonic Materials via Chemical Self-Assembly and Templated Surface Engineering
Extension for an existing Walton Visitor Award for Professor Fukuda
New Technologies for Monitoring Cell Signalling in the Living Brain: Design Characterisation and in-vivo Application to Study Extracellular Glutamate Energy Metabolism and Their Relationship
Anti-Inflammatory Strategies for Combating Neurodegenerative Changes
Efficiency Orientated Programming Languages: An Average Case Analysis Tool
SFI Research Professor - BioSciences Institute
Irish Software Engineering Research Group (ISERG)
High Frequency wave propagation and its application to imaging science
The physics and applications of semiconductor lasers and LEDs
Miscibility and Phase Separation in Nanoscale Patten Formation
Retinal Imaging
The optical quality of the eye.
DRY LIFE: The Molecular Biology of Anhydrobiosis in Nematode Worms
Characterisation of two bacterial viruses with industrial and education relevance
Instrumentation for Membrane Protein Crystallization and Structure Determination
Software Process in global software development
Optics in the modern research laboratory as a teacher training resource
Mining of novel antimicrobials from environmental sources.
Inquiry/Research Education Programme: Promoting the Advancement of Scientific Knowledge in Irish Secondary and Third Level Education.
Regulation of differentiation of bone marrow cells into lung epithelial cells
Membrane Protein Structure and Function
Membrane Protein Structure and Function
The Chemistry Underpinning miniaturised measurement systems.
High throughput screening of potential inhibitors of biliverdin reductase a target for neonatal jaundice.
MUNSTER: Multilingual Ubiquitous Speech Technology: Enhanced and Rethought - Industrial Supplement
Terahertz (THz) Technology: The development of CAD optical tools novel components and applications in medical imaging
Waves - from Huygens Principal to Electrical Resistance
SFI Science Teacher Assistant Researcher working on the Shared Worlds project.
Fluorescence Lifetime based snsing: Methods & Instrumentation
Extension for an existing Walton Visitor Award for Professor Hamlet
Lab on a chip: Exploiting the Microworld
SMEs in a Sub-Contract Environment
Analysis of the Human Pgc-1 Gene Promoter and its regulation by Insulin.
Sequencing of commercially available MMR vaccine virus strains and attenuation of cloned virus genes by site directed mutagenesis.
Investigation of the essential YycFG two component signal transduction system in bacillus subtillis: Establishment of its role in coordinating cellular responses to phosphate limitation and growth under aerobic an anaerobic conditions.
Sensor Webs
Wireless Technology Programme for Transition Year Students
Visualisation of Census Data for Ireland
A GIS-based Analysis of Third-level Education Participation in Ireland
Design and Preparation of Polymers for Drug Delivery Systems by Controlled/Living Free Radical Polymerization
Is there a neurophysiologic basis for immunoregulation by probiotics
Synthesis and Characterisation of New Bio-Selective Stationary Phases for Rapid Efficient Multi-Dimensional High-Performance Liquid Chromatography
Microfluidic Platforms for Biomolecular Diagnostics
In Situ Transmission Electron Characterisation of Microstructural Evolution in Electrodeposited Copper Metalization for Microelectronic Components of ICT Systems.
Application of the Principals of Task Based Assessment of Image Quality to Diverse Areas of Biotechnology and Information Technology.
Computer Software for the Analysis and Visualisation of Duplicate Genes.
Cannabinoids and neural fate
